chain_name,school_borough,school_geometry,school_grades,school_name,school_type,store_borough,store_geometry,uhf34_borough,uhf34_geoname,vincenty
Dunkin Donuts,MANHATTAN,POINT (-74.00617915903698 40.73262202003167),"PK,0K,01,02,03,04,05,SE",P.S. 003 CHARRETTE SCHOOL,Elementary,New York,POINT (-74.003045 40.733638),Manhattan,Chelsea - Village,0.17882503032047414
Dunkin Donuts,MANHATTAN,POINT (-74.00617915903698 40.73262202003167),"PK,0K,01,02,03,04,05,SE",P.S. 003 CHARRETTE SCHOOL,Elementary,New York,POINT (-74.00559 40.727248),Manhattan,Chelsea - Village,0.3721079621255236
McDonalds,MANHATTAN,POINT (-74.00617915903698 40.73262202003167),"PK,0K,01,02,03,04,05,SE",P.S. 003 CHARRETTE SCHOOL,Elementary,NEW YORK,POINT (-74.001076 40.730804),Manhattan,Chelsea - Village,0.29578766262912853
Dunkin Donuts,MANHATTAN,POINT (-74.00617915903698 40.73262202003167),"PK,0K,01,02,03,04,05,SE",P.S. 003 CHARRETTE SCHOOL,Elementary,New York,POINT (-73.998434 40.729504),Manhattan,Chelsea - Village,0.4599722220356298
Dunkin Donuts,MANHATTAN,POINT (-74.00617915903698 40.73262202003167),"PK,0K,01,02,03,04,05,SE",P.S. 003 CHARRETTE SCHOOL,Elementary,New York,POINT (-74.007149 40.729354),Manhattan,Chelsea - Village,0.23117642291678323
KFC,BROOKLYN,POINT (-73.95545682416891 40.6824228217368),"PK,0K,01,02,03,04,05,SE",P.S. 003 THE BEDFORD VILLAGE,Elementary,Brooklyn,POINT (-73.94936300000001 40.680314),Brooklyn,Bedford Stuyvesant - Crown Heights,0.35163041295385383
Dunkin Donuts,BROOKLYN,POINT (-73.95545682416891 40.6824228217368),"PK,0K,01,02,03,04,05,SE",P.S. 003 THE BEDFORD VILLAGE,Elementary,Kings,POINT (-73.95546 40.68121),Brooklyn,Bedford Stuyvesant - Crown Heights,0.0836871471030001
McDonalds,BROOKLYN,POINT (-73.95545682416891 40.6824228217368),"PK,0K,01,02,03,04,05,SE",P.S. 003 THE BEDFORD VILLAGE,Elementary,BROOKLYN,POINT (-73.95034 40.680573),Brooklyn,Bedford Stuyvesant - Crown Heights,0.29755449568031195
Dunkin Donuts,BROOKLYN,POINT (-73.95545682416891 40.6824228217368),"PK,0K,01,02,03,04,05,SE",P.S. 003 THE BEDFORD VILLAGE,Elementary,Kings,POINT (-73.948915 40.680482),Brooklyn,Bedford Stuyvesant - Crown Heights,0.36881538577197526
Burger King,BROOKLYN,POINT (-73.95545682416891 40.6824228217368),"PK,0K,01,02,03,04,05,SE",P.S. 003 THE BEDFORD VILLAGE,Elementary,BROOKLYN,POINT (-73.949369 40.680531),Brooklyn,Bedford Stuyvesant - Crown Heights,0.3454106158335637
KFC,BROOKLYN,POINT (-73.95545682416891 40.6824228217368),"PK,0K,01,02,03,04,05,SE",P.S. 003 THE BEDFORD VILLAGE,Elementary,Brooklyn,POINT (-73.95529000000001 40.68941),Brooklyn,Bedford Stuyvesant - Crown Heights,0.48220840916529223
Wendys,STATEN ISLAND,POINT (-74.21164336818728 40.52060885101196),"PK,0K,01,02,03,04,05,SE",P.S. 003 THE MARGARET GIOIOSA SCHOOL,Elementary,STATEN ISLAND,POINT (-74.21684 40.52144),SI,Southern SI,0.27957797557926883
Dunkin Donuts,STATEN ISLAND,POINT (-74.21164336818728 40.52060885101196),"PK,0K,01,02,03,04,05,SE",P.S. 003 THE MARGARET GIOIOSA SCHOOL,Elementary,RICHMOND,POINT (-74.216854 40.521733),SI,Southern SI,0.2851229182905176
McDonalds,MANHATTAN,POINT (-73.94122414618946 40.83476308371942),"PK,0K,01,02,03,04,05,SE",P.S. 004 DUKE ELLINGTON,Elementary,NEW YORK,POINT (-73.944335 40.835319),Manhattan,Washington Heights - Inwood,0.1674896922402978
Dunkin Donuts,MANHATTAN,POINT (-73.94122414618946 40.83476308371942),"PK,0K,01,02,03,04,05,SE",P.S. 004 DUKE ELLINGTON,Elementary,New York,POINT (-73.94386 40.835868),Manhattan,Washington Heights - Inwood,0.15778608753264609
Dunkin Donuts,MANHATTAN,POINT (-73.94122414618946 40.83476308371942),"PK,0K,01,02,03,04,05,SE",P.S. 004 DUKE ELLINGTON,Elementary,New York,POINT (-73.940988 40.833916),Manhattan,Washington Heights - Inwood,0.05974781896096053
Dunkin Donuts,MANHATTAN,POINT (-73.94122414618946 40.83476308371942),"PK,0K,01,02,03,04,05,SE",P.S. 004 DUKE ELLINGTON,Elementary,New York,POINT (-73.941035 40.831086),Manhattan,Washington Heights - Inwood,0.2539259405775187
Wendys,MANHATTAN,POINT (-73.94122414618946 40.83476308371942),"PK,0K,01,02,03,04,05,SE",P.S. 004 DUKE ELLINGTON,Elementary,NEW YORK,POINT (-73.94147700000001 40.839179),Manhattan,Washington Heights - Inwood,0.3050027533220208
McDonalds,BROOKLYN,POINT (-73.92239387684771 40.68549752918052),"PK,0K,01,02,03,04,05,SE",P.S. 005 DR. RONALD MCNAIR,Elementary,BROOKLYN,POINT (-73.921887 40.689106),Brooklyn,Bedford Stuyvesant - Crown Heights,0.2504108758769661
Dunkin Donuts,BROOKLYN,POINT (-73.92239387684771 40.68549752918052),"PK,0K,01,02,03,04,05,SE",P.S. 005 DR. RONALD MCNAIR,Elementary,Kings,POINT (-73.91606 40.68584),Brooklyn,Bedford Stuyvesant - Crown Heights,0.3335361846447447
Dunkin Donuts,BROOKLYN,POINT (-73.92239387684771 40.68549752918052),"PK,0K,01,02,03,04,05,SE",P.S. 005 DR. RONALD MCNAIR,Elementary,Kings,POINT (-73.92432100000001 40.69091),Brooklyn,Bedford Stuyvesant - Crown Heights,0.38694505847029925
Subway,BROOKLYN,POINT (-73.92239387684771 40.68549752918052),"PK,0K,01,02,03,04,05,SE",P.S. 005 DR. RONALD MCNAIR,Elementary,Brooklyn,POINT (-73.92440000000001 40.6908),Brooklyn,Bedford Stuyvesant - Crown Heights,0.38075175833328695
Dunkin Donuts,MANHATTAN,POINT (-73.92235896010843 40.85847891576184),"0K,01,02,03,04,05,SE",P.S. 005 ELLEN LURIE,Elementary,New York,POINT (-73.92979200000001 40.854873),Manhattan,Washington Heights - Inwood,0.46213776673203316
Dunkin Donuts,MANHATTAN,POINT (-73.92235896010843 40.85847891576184),"0K,01,02,03,04,05,SE",P.S. 005 ELLEN LURIE,Elementary,NEW YORK,POINT (-73.925473 40.86244),Manhattan,Washington Heights - Inwood,0.31831605798682083
Subway,MANHATTAN,POINT (-73.92235896010843 40.85847891576184),"0K,01,02,03,04,05,SE",P.S. 005 ELLEN LURIE,Elementary,New York,POINT (-73.9267 40.8644),Manhattan,Washington Heights - Inwood,0.4676074119794067
Dunkin Donuts,STATEN ISLAND,POINT (-74.18763873192904 40.52990907295088),"0K,01,02,03,04,05",P.S. 005 HUGUENOT,Elementary,RICHMOND,POINT (-74.191749 40.532409),SI,Southern SI,0.27673484701993867
Subway,BRONX,POINT (-73.90864182151613 40.81360694472382),"PK,0K,01,02,03,04,05,SE",P.S. 005 PORT MORRIS,Elementary,Bronx,POINT (-73.9169 40.8159),Bronx,South Bronx,0.46094581313807165
Subway,BRONX,POINT (-73.90864182151613 40.81360694472382),"PK,0K,01,02,03,04,05,SE",P.S. 005 PORT MORRIS,Elementary,Bronx,POINT (-73.9054 40.8123),Bronx,South Bronx,0.19240274214658507
Dunkin Donuts,BRONX,POINT (-73.90864182151613 40.81360694472382),"PK,0K,01,02,03,04,05,SE",P.S. 005 PORT MORRIS,Elementary,Bronx,POINT (-73.90478 40.81245),Bronx,South Bronx,0.21763345630227346
Dunkin Donuts,BRONX,POINT (-73.90864182151613 40.81360694472382),"PK,0K,01,02,03,04,05,SE",P.S. 005 PORT MORRIS,Elementary,Bronx,POINT (-73.915903 40.815526),Bronx,South Bronx,0.40304511915199925
McDonalds,BRONX,POINT (-73.90864182151613 40.81360694472382),"PK,0K,01,02,03,04,05,SE",P.S. 005 PORT MORRIS,Elementary,BRONX,POINT (-73.917053 40.816261),Bronx,South Bronx,0.4774757855284436
Subway,BROOKLYN,POINT (-73.95603092189417 40.64881728204078),"0K,01,02,03,04,05,SE",P.S. 006,Elementary,Brooklyn,POINT (-73.96129999999999 40.65),Brooklyn,East Flatbush - Flatbush,0.28869255107705966
Dunkin Donuts,BROOKLYN,POINT (-73.95603092189417 40.64881728204078),"0K,01,02,03,04,05,SE",P.S. 006,Elementary,Kings,POINT (-73.958068 40.646449),Brooklyn,East Flatbush - Flatbush,0.19536298606014793
Dunkin Donuts,BROOKLYN,POINT (-73.95603092189417 40.64881728204078),"0K,01,02,03,04,05,SE",P.S. 006,Elementary,Kings,POINT (-73.95874000000001 40.65056),Brooklyn,East Flatbush - Flatbush,0.1863622892384898
Subway,BROOKLYN,POINT (-73.95603092189417 40.64881728204078),"0K,01,02,03,04,05,SE",P.S. 006,Elementary,Brooklyn,POINT (-73.95950000000001 40.655),Brooklyn,East Flatbush - Flatbush,0.46393905136937447
Burger King,BROOKLYN,POINT (-73.95603092189417 40.64881728204078),"0K,01,02,03,04,05,SE",P.S. 006,Elementary,BROOKLYN,POINT (-73.958049 40.64736),Brooklyn,East Flatbush - Flatbush,0.1461523442695822
Dunkin Donuts,BROOKLYN,POINT (-73.95603092189417 40.64881728204078),"0K,01,02,03,04,05,SE",P.S. 006,Elementary,Kings,POINT (-73.952006 40.643278),Brooklyn,East Flatbush - Flatbush,0.43685315409711883
Dunkin Donuts,BROOKLYN,POINT (-73.95603092189417 40.64881728204078),"0K,01,02,03,04,05,SE",P.S. 006,Elementary,KINGS,POINT (-73.94942 40.65038),Brooklyn,East Flatbush - Flatbush,0.36378570486272804
Dunkin Donuts,BROOKLYN,POINT (-73.95603092189417 40.64881728204078),"0K,01,02,03,04,05,SE",P.S. 006,Elementary,Kings,POINT (-73.96382699999999 40.649034),Brooklyn,East Flatbush - Flatbush,0.4100002854082047
Dunkin Donuts,BROOKLYN,POINT (-73.95603092189417 40.64881728204078),"0K,01,02,03,04,05,SE",P.S. 006,Elementary,Kings,POINT (-73.959681 40.655372),Brooklyn,East Flatbush - Flatbush,0.4912822410661952
McDonalds,BROOKLYN,POINT (-73.95603092189417 40.64881728204078),"0K,01,02,03,04,05,SE",P.S. 006,Elementary,BROOKLYN,POINT (-73.958168 40.648705),Brooklyn,East Flatbush - Flatbush,0.11258257977369336
KFC,BROOKLYN,POINT (-73.95603092189417 40.64881728204078),"0K,01,02,03,04,05,SE",P.S. 006,Elementary,Brooklyn,POINT (-73.95841 40.64848),Brooklyn,East Flatbush - Flatbush,0.12718185778002775
Burger King,BROOKLYN,POINT (-73.95603092189417 40.64881728204078),"0K,01,02,03,04,05,SE",P.S. 006,Elementary,Brooklyn,POINT (-73.94967 40.650804),Brooklyn,East Flatbush - Flatbush,0.36131370246907246
Subway,BROOKLYN,POINT (-73.95603092189417 40.64881728204078),"0K,01,02,03,04,05,SE",P.S. 006,Elementary,Brooklyn,POINT (-73.9494 40.6508),Brooklyn,East Flatbush - Flatbush,0.3743802870124335
Dunkin Donuts,MANHATTAN,POINT (-73.9604856324388 40.77759409695356),"0K,01,02,03,04,05,SE",P.S. 006 LILLIE D. BLAKE,Elementary,New York,POINT (-73.952507 40.78063),Manhattan,Upper East Side - Gramercy,0.4680082311150955
Subway,MANHATTAN,POINT (-73.9604856324388 40.77759409695356),"0K,01,02,03,04,05,SE",P.S. 006 LILLIE D. BLAKE,Elementary,New York,POINT (-73.9564 40.7787),Manhattan,Upper East Side - Gramercy,0.22748907141076788
Subway,MANHATTAN,POINT (-73.9604856324388 40.77759409695356),"0K,01,02,03,04,05,SE",P.S. 006 LILLIE D. BLAKE,Elementary,New York,POINT (-73.953 40.7764),Manhattan,Upper East Side - Gramercy,0.4012107145365446
Burger King,MANHATTAN,POINT (-73.9604856324388 40.77759409695356),"0K,01,02,03,04,05,SE",P.S. 006 LILLIE D. BLAKE,Elementary,NEW YORK,POINT (-73.952753 40.778643),Manhattan,Upper East Side - Gramercy,0.412015286360138
Dunkin Donuts,MANHATTAN,POINT (-73.9604856324388 40.77759409695356),"0K,01,02,03,04,05,SE",P.S. 006 LILLIE D. BLAKE,Elementary,New York,POINT (-73.95637000000001 40.77856),Manhattan,Upper East Side - Gramercy,0.22593642584676107
McDonalds,MANHATTAN,POINT (-73.9604856324388 40.77759409695356),"0K,01,02,03,04,05,SE",P.S. 006 LILLIE D. BLAKE,Elementary,NEW YORK,POINT (-73.954515 40.777789),Manhattan,Upper East Side - Gramercy,0.31347480661037697
Subway,BRONX,POINT (-73.88234998400173 40.84069869395522),"PK,0K,01,02,03,04,05,SE",P.S. 006 WEST FARMS,Elementary,Bronx,POINT (-73.88630000000001 40.8366),Bronx,South Bronx,0.3504879240836769
Subway,BRONX,POINT (-73.88234998400173 40.84069869395522),"PK,0K,01,02,03,04,05,SE",P.S. 006 WEST FARMS,Elementary,Bronx,POINT (-73.87949999999999 40.8408),Bronx,South Bronx,0.14951636956123482
Dunkin Donuts,BRONX,POINT (-73.88234998400173 40.84069869395522),"PK,0K,01,02,03,04,05,SE",P.S. 006 WEST FARMS,Elementary,Bronx,POINT (-73.88751499999999 40.83797),Bronx,South Bronx,0.3297263361280893
Dunkin Donuts,BRONX,POINT (-73.88234998400173 40.84069869395522),"PK,0K,01,02,03,04,05,SE",P.S. 006 WEST FARMS,Elementary,Bronx,POINT (-73.88896099999999 40.84425),Bronx,South Bronx,0.42434889751807253
Dunkin Donuts,BRONX,POINT (-73.88234998400173 40.84069869395522),"PK,0K,01,02,03,04,05,SE",P.S. 006 WEST FARMS,Elementary,Bronx,POINT (-73.87651200000001 40.84011),Bronx,South Bronx,0.3086250928466385
Burger King,BRONX,POINT (-73.88234998400173 40.84069869395522),"PK,0K,01,02,03,04,05,SE",P.S. 006 WEST FARMS,Elementary,BRONX,POINT (-73.883098 40.837932),Bronx,South Bronx,0.19489532815876082
McDonalds,BRONX,POINT (-73.88234998400173 40.84069869395522),"PK,0K,01,02,03,04,05,SE",P.S. 006 WEST FARMS,Elementary,BRONX,POINT (-73.876884 40.840401),Bronx,South Bronx,0.2871803252830687
Dunkin Donuts,BROOKLYN,POINT (-73.87304244086032 40.6894601313106),"PK,0K,01,02,03,04,SE",P.S. 007 ABRAHAM LINCOLN,Elementary,KINGS,POINT (-73.873018 40.683502),Brooklyn,East New York,0.41112460365986714
Subway,BRONX,POINT (-73.90554588347177 40.88135374980801),"0K,01,02,03,04,05,SE",P.S. 007 KINGSBRIDGE,Elementary,Bronx,POINT (-73.90519999999999 40.8783),Bronx,Kingsbridge - Riverdale,0.21149896827916942
KFC,BRONX,POINT (-73.90554588347177 40.88135374980801),"0K,01,02,03,04,05,SE",P.S. 007 KINGSBRIDGE,Elementary,Bronx,POINT (-73.90415 40.880075),Bronx,Kingsbridge - Riverdale,0.11458968498342416
McDonalds,BRONX,POINT (-73.90554588347177 40.88135374980801),"0K,01,02,03,04,05,SE",P.S. 007 KINGSBRIDGE,Elementary,BRONX,POINT (-73.90171100000001 40.884045),Bronx,Kingsbridge - Riverdale,0.27353962260051196
Dunkin Donuts,BRONX,POINT (-73.90554588347177 40.88135374980801),"0K,01,02,03,04,05,SE",P.S. 007 KINGSBRIDGE,Elementary,BRONX,POINT (-73.906547 40.877016),Bronx,Kingsbridge - Riverdale,0.3038808601487646
Dunkin Donuts,BRONX,POINT (-73.90554588347177 40.88135374980801),"0K,01,02,03,04,05,SE",P.S. 007 KINGSBRIDGE,Elementary,Bronx,POINT (-73.905322 40.879322),Bronx,Kingsbridge - Riverdale,0.14068887743335745
Dunkin Donuts,BRONX,POINT (-73.90554588347177 40.88135374980801),"0K,01,02,03,04,05,SE",P.S. 007 KINGSBRIDGE,Elementary,Bronx,POINT (-73.91024400000001 40.885551),Bronx,Kingsbridge - Riverdale,0.3800303942853071
Dunkin Donuts,BRONX,POINT (-73.90554588347177 40.88135374980801),"0K,01,02,03,04,05,SE",P.S. 007 KINGSBRIDGE,Elementary,Bronx,POINT (-73.90014600000001 40.884474),Bronx,Kingsbridge - Riverdale,0.35543603844930655
Subway,BRONX,POINT (-73.90554588347177 40.88135374980801),"0K,01,02,03,04,05,SE",P.S. 007 KINGSBRIDGE,Elementary,Bronx,POINT (-73.9006 40.8843),Bronx,Kingsbridge - Riverdale,0.3292809760646471
Dunkin Donuts,QUEENS,POINT (-73.88248849763674 40.73940651324112),"0K,01,02,03,SE",P.S. 007 LOUIS F. SIMEONE,Elementary,Queens,POINT (-73.88334999999999 40.743297),Queens,West Queens,0.27223465295646593
Dunkin Donuts,QUEENS,POINT (-73.88248849763674 40.73940651324112),"0K,01,02,03,SE",P.S. 007 LOUIS F. SIMEONE,Elementary,Queens,POINT (-73.874865 40.73537),Queens,West Queens,0.48752549210984664
Dunkin Donuts,QUEENS,POINT (-73.88248849763674 40.73940651324112),"0K,01,02,03,SE",P.S. 007 LOUIS F. SIMEONE,Elementary,Queens,POINT (-73.877447 40.736315),Queens,West Queens,0.3398870021746792
McDonalds,QUEENS,POINT (-73.88248849763674 40.73940651324112),"0K,01,02,03,SE",P.S. 007 LOUIS F. SIMEONE,Elementary,ELMHURST,POINT (-73.883179 40.738327),Queens,West Queens,0.08283747871975373
McDonalds,MANHATTAN,POINT (-73.93933424403508 40.80079919761675),"PK,0K,01,02,03,04,05,06,07,08,SE",P.S. 007 SAMUEL STERN,K-8,NEW YORK,POINT (-73.939789 40.798618),Manhattan,East Harlem,0.15238714716775542
Taco Bell,MANHATTAN,POINT (-73.93933424403508 40.80079919761675),"PK,0K,01,02,03,04,05,06,07,08,SE",P.S. 007 SAMUEL STERN,K-8,New York,POINT (-73.941597 40.806151),Manhattan,East Harlem,0.38788343383145846
Taco Bell,MANHATTAN,POINT (-73.93933424403508 40.80079919761675),"PK,0K,01,02,03,04,05,06,07,08,SE",P.S. 007 SAMUEL STERN,K-8,New York,POINT (-73.94061000000001 40.798369),Manhattan,East Harlem,0.18054281039604186
McDonalds,MANHATTAN,POINT (-73.93933424403508 40.80079919761675),"PK,0K,01,02,03,04,05,06,07,08,SE",P.S. 007 SAMUEL STERN,K-8,NEW YORK,POINT (-73.937147 40.80447),Manhattan,East Harlem,0.27805205371976455
Dunkin Donuts,MANHATTAN,POINT (-73.93933424403508 40.80079919761675),"PK,0K,01,02,03,04,05,06,07,08,SE",P.S. 007 SAMUEL STERN,K-8,New York,POINT (-73.941011 40.798495),Manhattan,East Harlem,0.18168876025621503
Dunkin Donuts,MANHATTAN,POINT (-73.93933424403508 40.80079919761675),"PK,0K,01,02,03,04,05,06,07,08,SE",P.S. 007 SAMUEL STERN,K-8,New York,POINT (-73.935233 40.796024),Manhattan,East Harlem,0.3934775365841684
Dunkin Donuts,MANHATTAN,POINT (-73.93933424403508 40.80079919761675),"PK,0K,01,02,03,04,05,06,07,08,SE",P.S. 007 SAMUEL STERN,K-8,New York,POINT (-73.940029 40.805758),Manhattan,East Harlem,0.3441076335963012
Dunkin Donuts,MANHATTAN,POINT (-73.93933424403508 40.80079919761675),"PK,0K,01,02,03,04,05,06,07,08,SE",P.S. 007 SAMUEL STERN,K-8,New York,POINT (-73.93706299999999 40.804641),Manhattan,East Harlem,0.29061905431973784
Wendys,MANHATTAN,POINT (-73.93933424403508 40.80079919761675),"PK,0K,01,02,03,04,05,06,07,08,SE",P.S. 007 SAMUEL STERN,K-8,NEW YORK,POINT (-73.93986599999999 40.7978),Manhattan,East Harlem,0.20882451751152106
Wendys,MANHATTAN,POINT (-73.93933424403508 40.80079919761675),"PK,0K,01,02,03,04,05,06,07,08,SE",P.S. 007 SAMUEL STERN,K-8,NEW YORK,POINT (-73.939426 40.805479),Manhattan,East Harlem,0.3229578139970576
Burger King,MANHATTAN,POINT (-73.93933424403508 40.80079919761675),"PK,0K,01,02,03,04,05,06,07,08,SE",P.S. 007 SAMUEL STERN,K-8,NEW YORK,POINT (-73.942517 40.798858),Manhattan,East Harlem,0.21400007826145886
Subway,MANHATTAN,POINT (-73.93933424403508 40.80079919761675),"PK,0K,01,02,03,04,05,06,07,08,SE",P.S. 007 SAMUEL STERN,K-8,New York,POINT (-73.9444 40.8015),Manhattan,East Harlem,0.2699937859179614
Subway,MANHATTAN,POINT (-73.93933424403508 40.80079919761675),"PK,0K,01,02,03,04,05,06,07,08,SE",P.S. 007 SAMUEL STERN,K-8,New York,POINT (-73.93980000000001 40.7981),Manhattan,East Harlem,0.187847961167555
Subway,MANHATTAN,POINT (-73.93933424403508 40.80079919761675),"PK,0K,01,02,03,04,05,06,07,08,SE",P.S. 007 SAMUEL STERN,K-8,New York,POINT (-73.9333 40.7953),Manhattan,East Harlem,0.4940824461425754
McDonalds,BRONX,POINT (-73.88344909245042 40.87246112276591),"0K,01,02,03,04,05,SE",P.S. 008 ISSAC VARIAN,Elementary,BRONX,POINT (-73.878677 40.872894),Bronx,Fordham - Bronx Park,0.2517389751090752
Dunkin Donuts,BRONX,POINT (-73.88344909245042 40.87246112276591),"0K,01,02,03,04,05,SE",P.S. 008 ISSAC VARIAN,Elementary,Bronx,POINT (-73.885991 40.878348),Bronx,Fordham - Bronx Park,0.42748102864184967
Subway,BRONX,POINT (-73.88344909245042 40.87246112276591),"0K,01,02,03,04,05,SE",P.S. 008 ISSAC VARIAN,Elementary,Bronx,POINT (-73.884 40.8671),Bronx,Fordham - Bronx Park,0.371063472074761
Dunkin Donuts,BRONX,POINT (-73.88344909245042 40.87246112276591),"0K,01,02,03,04,05,SE",P.S. 008 ISSAC VARIAN,Elementary,Bronx,POINT (-73.878817 40.870316),Bronx,Fordham - Bronx Park,0.2842199187087619
Subway,BRONX,POINT (-73.88344909245042 40.87246112276591),"0K,01,02,03,04,05,SE",P.S. 008 ISSAC VARIAN,Elementary,Bronx,POINT (-73.8781 40.8729),Bronx,Fordham - Bronx Park,0.28181552198984167
McDonalds,MANHATTAN,POINT (-73.93659343752086 40.83915282901928),"0K,01,02,03,04,05,SE",P.S. 008 LUIS BELLIARD,Elementary,NEW YORK,POINT (-73.944335 40.835319),Manhattan,Washington Heights - Inwood,0.48434680649898304
McDonalds,MANHATTAN,POINT (-73.93659343752086 40.83915282901928),"0K,01,02,03,04,05,SE",P.S. 008 LUIS BELLIARD,Elementary,NEW YORK,POINT (-73.93897200000001 40.842594),Manhattan,Washington Heights - Inwood,0.2681816863783869
Wendys,MANHATTAN,POINT (-73.93659343752086 40.83915282901928),"0K,01,02,03,04,05,SE",P.S. 008 LUIS BELLIARD,Elementary,NEW YORK,POINT (-73.94147700000001 40.839179),Manhattan,Washington Heights - Inwood,0.2559346130490463
Dunkin Donuts,MANHATTAN,POINT (-73.93659343752086 40.83915282901928),"0K,01,02,03,04,05,SE",P.S. 008 LUIS BELLIARD,Elementary,New York,POINT (-73.94386 40.835868),Manhattan,Washington Heights - Inwood,0.44317282335922903
Burger King,MANHATTAN,POINT (-73.93659343752086 40.83915282901928),"0K,01,02,03,04,05,SE",P.S. 008 LUIS BELLIARD,Elementary,NEW YORK,POINT (-73.93322000000001 40.843937),Manhattan,Washington Heights - Inwood,0.37447978256141445
Dunkin Donuts,MANHATTAN,POINT (-73.93659343752086 40.83915282901928),"0K,01,02,03,04,05,SE",P.S. 008 LUIS BELLIARD,Elementary,New York,POINT (-73.939284 40.842321),Manhattan,Washington Heights - Inwood,0.2601411632077762
Dunkin Donuts,MANHATTAN,POINT (-73.93659343752086 40.83915282901928),"0K,01,02,03,04,05,SE",P.S. 008 LUIS BELLIARD,Elementary,New York,POINT (-73.940988 40.833916),Manhattan,Washington Heights - Inwood,0.4285144868867661
Subway,BROOKLYN,POINT (-73.9929361227566 40.70073161681102),"PK,0K,01,02,03,04,05,SE",P.S. 008 ROBERT FULTON,Elementary,Brooklyn,POINT (-73.9949 40.695),Brooklyn,Downtown - Heights - Slope,0.40872039782818387
McDonalds,QUEENS,POINT (-73.9123379398477 40.71832639726549),"0K,01,02,03,04,05,06,07,08,09,SE",P.S. 009,K-12 all grades,RIDGEWOOD,POINT (-73.90969800000001 40.713337),Queens,West Queens,0.3711333047336139
Dunkin Donuts,QUEENS,POINT (-73.9123379398477 40.71832639726549),"0K,01,02,03,04,05,06,07,08,09,SE",P.S. 009,K-12 all grades,QUEENS,POINT (-73.90383 40.72147),Queens,West Queens,0.4965509184887766
Dunkin Donuts,QUEENS,POINT (-73.9123379398477 40.71832639726549),"0K,01,02,03,04,05,06,07,08,09,SE",P.S. 009,K-12 all grades,QUEENS,POINT (-73.90676999999999 40.71267),Queens,West Queens,0.4876447923586499
Dunkin Donuts,MANHATTAN,POINT (-73.97372189942506 40.78516270766195),"PK,0K,01,02,03,04,05,SE",P.S. 009 SARAH ANDERSON,Elementary,New York,POINT (-73.97923 40.78154),Manhattan,Upper West Side,0.3820368100797414
Dunkin Donuts,MANHATTAN,POINT (-73.97372189942506 40.78516270766195),"PK,0K,01,02,03,04,05,SE",P.S. 009 SARAH ANDERSON,Elementary,New York,POINT (-73.97500599999999 40.787652),Manhattan,Upper West Side,0.18450021750640733
Dunkin Donuts,MANHATTAN,POINT (-73.97372189942506 40.78516270766195),"PK,0K,01,02,03,04,05,SE",P.S. 009 SARAH ANDERSON,Elementary,New York,POINT (-73.974638 40.790333),Manhattan,Upper West Side,0.35998716139446385
Subway,MANHATTAN,POINT (-73.97372189942506 40.78516270766195),"PK,0K,01,02,03,04,05,SE",P.S. 009 SARAH ANDERSON,Elementary,New York,POINT (-73.97929999999999 40.7818),Manhattan,Upper West Side,0.37341521223450813
McDonalds,BROOKLYN,POINT (-73.96592886116937 40.67821084334371),"PK,0K,01,02,03,04,05,SE",P.S. 009 TEUNIS G. BERGEN,Elementary,BROOKLYN,POINT (-73.966927 40.681351),Brooklyn,Bedford Stuyvesant - Crown Heights,0.2229305918412628
Subway,BRONX,POINT (-73.92578295327823 40.83969326184274),"0K,01,02,03,04,05,SE",P.S. 011 HIGHBRIDGE,Elementary,Bronx,POINT (-73.9173 40.84),Bronx,South Bronx,0.4450571592215698
Burger King,BRONX,POINT (-73.92578295327823 40.83969326184274),"0K,01,02,03,04,05,SE",P.S. 011 HIGHBRIDGE,Elementary,NEW YORK,POINT (-73.93322000000001 40.843937),Bronx,South Bronx,0.4874852308105014
Subway,BRONX,POINT (-73.92578295327823 40.83969326184274),"0K,01,02,03,04,05,SE",P.S. 011 HIGHBRIDGE,Elementary,Bronx,POINT (-73.9211 40.8354),Bronx,South Bronx,0.3847028147359232
Wendys,BRONX,POINT (-73.92578295327823 40.83969326184274),"0K,01,02,03,04,05,SE",P.S. 011 HIGHBRIDGE,Elementary,BRONX,POINT (-73.91777 40.840571),Bronx,South Bronx,0.4242666378017914
Dunkin Donuts,BRONX,POINT (-73.92578295327823 40.83969326184274),"0K,01,02,03,04,05,SE",P.S. 011 HIGHBRIDGE,Elementary,Bronx,POINT (-73.920985 40.83556),Bronx,South Bronx,0.3802248954586619
McDonalds,BRONX,POINT (-73.92578295327823 40.83969326184274),"0K,01,02,03,04,05,SE",P.S. 011 HIGHBRIDGE,Elementary,BRONX,POINT (-73.919899 40.835136),Bronx,South Bronx,0.44042920707937533
KFC,QUEENS,POINT (-73.90907439389126 40.74558240000329),"0K,01,02,03,04,05,06,SE",P.S. 011 KATHRYN PHELAN,Elementary,Woodside,POINT (-73.90781800000001 40.742216),Queens,West Queens,0.24146741367583519
Dunkin Donuts,QUEENS,POINT (-73.90907439389126 40.74558240000329),"0K,01,02,03,04,05,06,SE",P.S. 011 KATHRYN PHELAN,Elementary,Queens,POINT (-73.905879 40.745767),Queens,West Queens,0.1681761271195606
